gene,0,1,2,3,4,5,6
AL021155.5,-0.013694181,0.1252025,-0.09999796,0.0023587279,-0.01504545,-0.06846404,0.12953407
KIAA2013,-0.20648658,0.019140003,0.19639654,-0.06965771,0.12934998,0.16665056,-0.31464198
PLOD1,-0.07104575,0.03177053,0.07979331,-0.08015468,0.08542284,-0.011374354,-0.048064217
AL096840.2,-0.018260289,-0.018260358,-0.018260403,-0.018260477,-0.018260477,-0.018260477,0.31527558
MFN2,-0.05786183,0.033239655,0.0026504495,-0.012805382,0.07548279,0.08546954,-0.28079334
MIIP,-0.06681376,0.015818685,0.17400517,-0.15694351,0.09395662,-0.05038793,-0.081922725
TNFRSF8,-0.031256404,-0.088271454,0.069028094,0.04883367,0.062136248,0.051459372,-0.2194532
AL357835.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,-0.29155767,-0.037848093,0.20694514,0.089878745,0.38642377,0.0078189485,-0.6903834
VPS13D,-0.053382028,-0.014935646,0.12449085,-0.10141822,-0.058108233,0.31280404,-0.39901772
LINC02766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS3,-0.078297965,-0.0958117,-0.090975136,-0.07814237,-0.115709625,0.8949619,-0.021298906
AC254633.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.0937477,-0.018260472
AADACL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf158,-0.018260289,-0.018260356,0.03935587,-0.018260477,-0.018260477,-0.018260475,-0.018260472
PRAMEF12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC245056.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPCL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC243961.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRAMEF20,-0.018260289,-0.018260356,0.039356016,-0.018260477,-0.018260477,-0.018260475,-0.018260472
LRRC38,0.009922981,0.01971825,-0.03144264,-0.03144264,-0.03144264,0.06803748,-0.03144264
AL354712.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDPN,-0.025787976,0.025363332,-0.02578804,-0.02578798,-0.025787944,0.08624903,-0.025787925
AL359771.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRDM2,-0.080433756,0.06792904,0.062419187,-0.06573321,-0.07204669,0.3214618,-0.4965266
KAZN,-0.0319183,0.006451907,-0.015592213,-0.016032761,0.07416814,0.047555078,-0.07604783
AL357873.1,-0.036297306,0.009861784,-0.03629749,-0.036297597,0.1095737,0.052108422,-0.036297493
KAZN-AS1,-0.018260289,-0.018260356,0.039355826,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AL031293.1,0.004660326,0.009800955,0.01446899,-0.03648206,-0.036482077,0.059888262,-0.036482166
TMEM51-AS1,-0.026463568,0.006592877,0.013070061,0.0030880393,0.08282807,-0.06843378,-0.0684338
TMEM51,-0.12721981,-0.11485896,0.044160157,0.10135472,0.30548432,-0.0633039,-0.06926644
C1orf195,-0.058573827,-0.016377784,-0.033587378,0.07084518,0.021855094,0.052663483,0.19015805
FHAD1,-0.07165987,-0.018039184,0.04366452,0.047913883,0.05458066,0.014170717,-0.05724917
AL031283.2,0.009802808,0.019598281,0.023265451,-0.031563073,-0.031563103,-0.03156323,-0.031563204
AL031283.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL031283.1,-0.017895708,0.08854758,-0.04832208,0.051880233,-0.048321865,-0.048321743,-0.048321772
EFHD2,-0.3094736,0.06192502,0.30128995,-0.08147747,0.20638055,0.1506536,-0.59462154
CTRC,0.04353125,0.0115002,-0.0018879111,-0.04332321,0.020644302,-0.075162746,-0.075162545
CELA2A,0.015575243,-0.025782583,-0.025782583,-0.025782583,-0.025782583,0.08625468,-0.02578258
CELA2B,0.02733514,-0.002075746,0.051709592,-0.07300374,-0.0005315313,-0.029254496,-0.07300365
CASP9,-0.10784635,0.15927635,-0.07368464,-0.04927044,0.13108067,0.086041935,-0.32424256
DNAJC16,-0.107362345,0.05465425,0.14205413,-0.10692964,-0.008136878,0.16553715,-0.26729456
AL121992.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMAT,0.017677478,-0.016833317,-0.06589992,-0.027806388,-0.0761511,0.30409473,-0.101778574
AL121992.1,-0.036516763,0.010828775,-0.03651699,0.0949193,-0.03651714,0.060475152,-0.03651714
DDI2,-0.09807535,0.02366804,0.13444628,-0.07360126,-0.00045408017,0.15556599,-0.25608522
RSC1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL121992.2,0.0024229388,-0.036530774,-0.03653069,0.15515612,-0.036530547,-0.03653057,-0.036530662
PLEKHM2,-0.0007856372,0.107250795,-0.10530531,-0.076600276,0.07924804,0.08097692,-0.301086
AL450998.3,-0.030964399,-0.016093113,-0.048097175,0.19119392,-0.052451674,0.029180264,-0.13124658
SLC25A34,-0.04461754,0.07712384,0.037260726,-0.03077938,-0.078169405,-0.0069289263,0.13948417
SLC25A34-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM82,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLIM1,-0.010984233,0.034027148,0.012680806,-0.062009223,0.011038148,0.0493026,-0.10837839
UQCRHL,0.0031158833,-0.007950886,0.046873976,-0.043295737,0.060903575,-0.07537669,-0.07537695
AL450998.2,-0.05498955,-0.039369784,-0.05856044,0.054534983,0.07584751,0.11515273,0.11677059
SPEN,-0.16724847,0.08050221,0.17265669,-0.13320908,0.0689639,0.18726408,-0.39894745
ZBTB17,-0.032602575,-0.003937229,0.029752545,-0.013890419,0.0968308,-0.001633946,-0.22532517
SRARP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355994.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCNKA,-0.018260289,-0.018260356,0.03935582,-0.018260477,-0.018260477,-0.018260475,-0.018260472
CLCNKB,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374782,-0.018260472
FAM131C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHA2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747854,-0.018260472
AL451042.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL451042.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374762,-0.018260472
ARHGEF19-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF19,-0.07307299,-0.023846362,-0.014918017,0.016519563,0.022081485,0.18429253,0.110775016
AL109627.1,-0.044693463,-0.0047431383,0.03843418,-0.044693794,0.13096312,-0.04469394,-0.044693932
CPLANE2,-0.045477964,-0.04328592,0.04875143,-0.06829784,0.08721877,0.12957445,-0.06829751
FBXO42,-0.12098449,-0.012486235,0.10114323,0.004839185,0.04590824,0.21903123,-0.39851078
SZRD1,-0.07799572,-0.012970434,0.012731693,-0.035113484,0.094382815,0.19646986,-0.18121457
SPATA21,-0.043447874,-0.03963474,-0.028753022,0.0072558285,0.10109093,0.15806577,-0.1596373
NECAP2,-0.22084497,-0.073682666,0.20186493,-0.049267728,0.1319335,0.40205303,-0.43309796
LINC01772,0.006945111,0.013119891,-0.09325602,0.07231144,-0.04331587,0.12304356,-0.124475405
AL137802.2,-0.002160683,0.07239993,-0.023994897,-0.05477208,0.037607655,-0.054772373,-0.054772373
AL137802.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBPF1,0.020828744,-0.04526329,0.017644893,-0.033180527,0.033337705,0.042046063,-0.085707046
AL137798.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL137798.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021920.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL021920.3,-0.018260289,0.03287762,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
CROCC,-0.0739318,0.12513326,-0.08631152,-0.015160778,0.06200876,0.10111045,-0.21366392
BX284668.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BX284668.5,-0.07398886,0.020406298,0.103569135,0.007766145,-0.0007317745,-0.0077913003,-0.14607912
BX284668.6,0.027779516,0.027458489,-0.05619751,-0.018860033,-0.040617555,0.09370333,-0.09518962
MFAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049569.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL049569.1,-0.027963229,-0.08863016,-0.0022336412,0.062334485,0.11883909,0.049331054,-0.12972005
ATP13A2,-0.12963091,0.01606578,0.10210538,-0.093696244,0.103645466,0.14434156,-0.07963486
SDHB,-0.13109446,-0.009593446,0.12328921,-0.059967164,0.04881685,0.24248983,-0.24094073
PADI2,0.018616684,0.18555959,0.1221037,-0.14632118,-0.27413094,-0.04671779,-0.072265975
LINC02783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL590644.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PADI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PADI3,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115714,-0.018260475,-0.018260472
PADI4,0.17748584,0.3449348,0.08121328,-0.37017906,-0.44394898,-0.08468509,-0.2662004
PADI6,-0.060586136,0.053046968,0.031905152,0.021288548,-0.018696683,-0.00070085283,-0.06058632
RCC2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCC2,-0.20413196,-0.01017758,0.15687911,-0.0596807,0.20694257,0.20891395,-0.41671634
ARHGEF10L,-0.086451404,0.05891058,0.17478952,-0.06827296,0.052146398,-0.042301748,-0.47299978
LINC02810,0.03116511,-0.00012997496,0.0018624879,-0.040781192,0.021857385,-0.04078129,-0.040781274
ACTL8,-0.02581613,-0.025816167,0.031815074,-0.025816245,-0.025816275,0.08622047,-0.025816297
AL357509.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01654,0.02308711,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
IGSF21,0.005020236,-0.036352146,-0.036352146,-0.036352143,0.036223255,0.14973049,-0.036352098
IGSF21-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL591896.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHDC7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAX7,-0.04474628,0.06856417,-0.044746235,0.01131932,0.06989639,-0.044746082,-0.044745926
TAS1R2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH4A1,-0.03968026,-0.02156673,0.062007677,-0.020962682,0.0944875,-0.04844745,-0.057272874
IFFO2,-0.04210674,0.15697142,-0.21908273,0.05691858,-0.013614809,0.20583995,-0.23906097
AL137127.1,-0.031608615,0.070084505,-0.03160863,0.03922068,-0.031608645,-0.031608675,-0.031608757
UBR4,-0.102863446,0.107354134,0.061620474,-0.16196327,0.028375879,0.23428228,-0.28250057
EMC1-AS1,-0.04490142,0.032577068,-0.08633938,0.06292712,0.020499479,0.13450606,-0.13468032
EMC1,-0.05714137,0.0071580587,0.021769114,-0.018106522,-0.0075681577,0.2129826,-0.22847816
MRTO4,-0.1357028,-0.03368997,-0.023990681,-0.063927576,0.2967343,0.22062035,-0.16526711
AKR7A3,0.051104605,-0.031627037,-0.03162696,-0.031626984,0.046783917,-0.03162715,-0.031627174
AKR7A2,-0.14238672,-0.056036487,0.15190408,-0.0862108,0.11683104,0.18923414,-0.019818258
SLC66A1,-0.07591044,-0.0017242432,0.010029511,0.02812336,0.034428127,0.11195094,-0.0468391
CAPZB,-0.21142948,-0.009423355,0.16668247,-0.05553286,0.14245497,0.3124038,-0.47279298
MICOS10,-0.26995146,-0.02456475,0.17949219,-0.13366807,0.28443563,0.35086855,-0.32675812
AL031727.2,-0.06578445,0.03699152,-0.08215646,-0.017664803,0.06723924,0.1343846,0.16190375
NBL1,-0.03652379,-0.03652378,0.015448858,-0.03652377,-0.036523763,0.2711507,-0.036523636
HTR6,-0.025795186,0.025356108,-0.025795264,-0.02579533,-0.025795367,0.08624111,-0.025795452
TMCO4,-0.06719221,-0.036881406,-0.018856615,0.0064910213,0.09339765,0.21786769,-0.18507415
RNF186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL391883.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTUD3,-0.0493673,-0.016721668,-0.016522292,0.018852806,0.12782983,0.0524736,-0.18612665
PLA2G2E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLA2G5,-0.031634033,0.07068854,-0.03163429,-0.031634312,-0.031634312,0.08042409,-0.03163425
PLA2G2D,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115874,-0.018260475,-0.018260472
PLA2G2F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98257.1,-0.025828175,0.025323406,-0.025828296,-0.025828281,0.052568246,-0.025828233,-0.02582815
PLA2G2C,-0.02234189,-0.05162227,0.09601896,-0.051622223,-0.05162221,0.15970708,-0.051621955
UBXN10-AS1,-0.03162894,-0.03162879,0.026013596,-0.03162868,-0.031628687,0.19248818,-0.031628843
UBXN10,-0.025828172,0.07647461,-0.025828294,-0.025828278,-0.02582827,-0.025828231,-0.025828144
LINC01757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z98257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA5B1,-0.003113645,-0.04069579,0.006977393,-0.04069602,0.023568321,0.1283768,-0.04069592
AL020998.1,0.015543864,-0.025813993,-0.025813986,-0.025813969,0.05258242,-0.025813919,-0.02581382
LINC01141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139254.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139254.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL139254.3,0.023086796,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
CAMK2N1,-0.044618748,-0.04461875,0.0009885072,-0.044618808,-0.04461883,0.36602002,-0.04461908
MUL1,0.040194668,-0.03866448,0.020016154,-0.08881267,0.004455703,0.10473499,-0.10035872
FAM43B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDA,0.07479026,0.12188796,0.16038935,-0.1838477,-0.2802601,-0.029444378,-0.1802866
PINK1,-0.08768979,0.03578508,-0.029048653,0.048241876,0.07245668,0.07878195,-0.12808149
PINK1-AS,-0.05326882,0.02636446,-0.019450044,-0.069740996,0.13835804,0.07003256,-0.098432116
DDOST,-0.21394482,0.045693792,0.052026678,-0.049484666,0.116148844,0.36485302,-0.22096819
KIF17,-0.06329976,0.07363146,-0.06329924,-0.023071589,0.061947953,0.102481715,-0.06329921
SH2D5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL663074.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HP1BP3,-0.20302191,-0.08510063,0.18166807,-0.020262122,0.13784203,0.41831994,-0.5956914
EIF4G3,0.08110569,0.19503969,0.17109032,-0.26648802,-0.38058555,0.14136583,-0.4626697
AL031005.2,0.009764712,-0.031601146,0.026041057,-0.03160122,0.04628553,-0.031601377,-0.03160135
ECE1,0.030779896,-0.059548594,0.033121265,-0.13881463,-0.07144934,0.3345877,-0.08994642
AL031005.1,-0.018260289,-0.018260356,0.039356016,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AL031728.1,-0.027760327,0.04118417,0.013917849,-0.009597874,-0.054717436,0.06969539,-0.054717388
AL592309.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NBPF3,-0.043456715,-0.0034077538,0.0333187,-0.01872399,-0.04709631,0.18014102,-0.067889705
ALPL,-0.011117164,-0.04461233,-0.004688726,0.008903693,0.012262394,0.028056758,0.23011638
LINC02596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAP1GAP,-0.04078141,0.08992222,0.0021365955,-0.040781688,-0.040781733,0.045859348,-0.040781513
USP48,-0.066722736,0.11470761,0.16983502,-0.17805593,-0.15776029,0.18441482,-0.23203127
LDLRAD2,0.043720745,0.009088329,-0.036445457,-0.03644542,-0.036445398,0.054489058,-0.03644532
HSPG2,0.008677939,0.016739585,-0.005210284,-0.024023715,-0.02534896,0.04540565,-0.063178666
CELA3B,0.023086837,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
CELA3A,-0.018260289,-0.018260356,0.03935586,-0.018260477,-0.018260477,-0.018260475,-0.018260472
LINC01635,-0.004273052,-0.040810265,0.0031124617,-0.040810507,0.14974049,-0.040810578,-0.04081057
LINC00339,-0.060855713,0.010641381,0.014572489,-0.039911635,-0.052884616,0.26760057,-0.046632703
CDC42,-0.22116177,0.10322001,0.16286105,-0.11225277,0.07200116,0.37693977,-0.7319816
CDC42-AS1,-0.03866386,0.027496308,-0.04148269,0.092522316,-0.004752397,0.035384312,-0.14833954
CDC42-IT1,0.023731377,0.035581853,-0.008627529,-0.010563899,-0.087366,0.093409486,-0.23015691
WNT4,-0.04820079,-0.0134566985,0.026903417,0.0073709427,0.00843573,0.100217246,-0.04820078
AL445253.1,-0.018260289,-0.018260356,-0.0182604,0.05253711,-0.018260477,-0.018260475,-0.018260472
ZBTB40,-0.08546708,-0.010778672,0.053591345,-0.032524936,0.013423764,0.2587608,-0.224923
ZBTB40-IT1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747795,-0.018260472
EPHA8,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747534,-0.018260472
C1QA,-0.07063007,0.02560623,-0.018752554,-0.035650797,0.1281984,0.0686178,-0.070630416
C1QC,-0.031221548,-0.031221585,0.015130402,-0.03122166,0.04718896,-0.031221816,0.30245876
C1QB,-0.025501544,-0.02082847,0.01732467,-0.051576786,0.16200444,-0.051576886,-0.051577076
EPHB2,-0.050219685,0.08656091,0.089414835,-0.035735853,-0.113868125,0.040234495,-0.1439567
AL512444.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060116004,-0.018260475,-0.018260472
LACTBL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEX46,-0.0043612476,-0.040633637,0.0069134394,0.080604374,-0.040633388,0.03156577,-0.040633455
KDM1A,-0.148544,-0.056168824,0.1856824,-0.07343353,0.031758606,0.29724503,-0.18461142
AL031428.1,-0.11554058,-0.019719929,0.058287755,0.022921328,0.068391085,0.21602002,-0.31905934
LUZP1,-0.053974267,0.08941754,-0.05911707,-0.09263468,0.046014607,0.20365696,-0.17144541
HTR1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01355,-0.08765031,-0.04751876,0.08818389,-0.05768429,0.06898939,0.19219324,-0.08765033
AL109936.6,-0.05469512,0.011216962,0.011778628,-0.054695114,0.048019975,0.13697383,-0.05469508
HNRNPR,-0.3038928,-0.08119945,0.17660916,-0.032435432,0.30248898,0.4446386,-0.49984333
ZNF436,-0.032232232,0.014047503,0.024121286,-0.011208875,-0.005822433,0.060954876,-0.07518326
ZNF436-AS1,-0.012321382,0.015142889,-0.000107419364,0.03198117,0.0431552,-0.08373259,-0.083732575
AL109936.2,-0.025608074,-0.025608076,0.032022648,-0.025608081,-0.025608083,0.08642776,-0.025608143
TCEA3,-0.08178375,-0.04132556,0.0017647203,-0.04267139,0.015023273,0.38719207,-0.096825056
ASAP3,0.021658313,-0.017559389,0.014345782,-0.06814917,-0.02889205,0.12389399,-0.06814908
E2F2,-0.045280915,0.0065128184,0.0024591216,0.020724846,0.02901143,0.06725707,-0.11282186
AL021154.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID3,-0.06974552,0.0050400062,-0.0044764522,-0.046367057,-0.10012174,0.3928529,0.030338854
AL450043.1,0.0050871135,-0.03628522,0.020665625,-0.036285155,-0.03628513,0.14307347,-0.03628494
MDS2,-0.11135788,-0.07980564,-0.07405071,-0.06267989,-0.08692469,0.88119805,-0.11135674
RPL11,-0.62983024,0.1161718,0.3407612,-0.12182235,0.29685506,0.65292835,-0.28334403
ELOA-AS1,-0.042565484,-0.037539456,0.05314596,0.03315106,0.008011989,0.042914618,-0.037512977
ELOA,-0.17171116,0.01233051,0.006671222,0.07145368,0.13993306,0.19269179,-0.23982395
PITHD1,-0.04551608,0.02658246,-0.051856246,-0.012839352,0.047136355,0.18042837,-0.18340793
LYPLA2,-0.14256828,-0.008013919,0.06282163,0.031986933,0.07794799,0.20595248,-0.25703758
GALE,-0.06383047,0.043920446,-0.04939705,-0.022695942,0.03053841,0.19586322,-0.091882825
HMGCL,-0.07428673,-0.04150242,0.045090806,-0.07349849,0.10107313,0.27219898,-0.28550276
FUCA1,-0.03273906,-0.008346896,0.13172795,-0.023627967,-0.049652677,0.033292633,-0.22054982
CNR2,-0.054782666,0.03706556,-0.05996651,-0.08681461,-0.010813864,0.37344477,-0.10971958
AL590609.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNRC2,-0.17451946,0.026515614,0.11450938,-0.12604298,0.06819789,0.42014435,-0.37555635
SRSF10,-0.21762203,0.011688979,0.040775158,-0.052909333,0.14466211,0.50999635,-0.44181606
AL591178.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOM3,-0.018260289,-0.018260356,0.039355922,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AL591178.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL22RA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNLR1,-0.030003548,-0.07291067,0.030081797,-0.0053841197,0.00044320457,0.21486722,-0.072911255
LINC02800,0.023086663,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AL138902.1,0.015560122,0.02535425,-0.025797786,-0.025797771,-0.025797764,-0.025797732,-0.025797686
GRHL3,0.0097425375,-0.031623174,0.08366092,-0.031623103,-0.031623125,-0.03162323,-0.03162314
STPG1,-0.029945241,0.07556005,-0.028367301,-0.06676561,0.0074085603,0.10323986,-0.11145783
NIPAL3,-0.11656752,-0.1182651,-0.010219919,-0.09389278,-0.03878432,0.8807578,-0.24448544
RCAN3AS,-0.055306572,-0.033926573,-0.13599831,-0.12230535,0.019536875,0.7142177,-0.17903417
RCAN3,-0.17221253,-0.09928463,-0.072515495,-0.1480173,-0.041605044,1.2174587,-0.29443666
NCMAP-DT,-0.05333255,-0.0033323413,-0.02330168,-0.028608937,-0.08762505,0.39698663,-0.087624915
NCMAP,-0.025797691,-0.025797827,-0.025797825,0.045017853,0.05259941,-0.02579781,-0.025797743
SRRM1,-0.28863353,0.068369865,0.1375567,-0.06394083,0.19703011,0.31892437,-0.4008307
AL445648.1,0.0034236803,0.05428838,0.015689477,-0.03650451,-0.036504485,-0.036504377,-0.03650433
CLIC4,-0.025163176,-0.0059783026,0.10572918,-0.00096019654,-0.040063705,0.068714395,-0.39967534
RUNX3,-0.12543537,-0.14410213,-0.12439217,0.027855383,0.25530738,0.5355256,-0.14058848
AL445471.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL445471.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL050344.1,0.0098415,0.019636681,-0.03152374,-0.03152372,-0.031523723,0.07403164,-0.03152377
AL031432.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYF2,-0.18780425,0.07916746,0.12126912,-0.100470364,0.011566898,0.3867109,-0.43083233
AL031432.4,-0.017813958,-0.040744677,0.042511865,0.010670471,-0.017839795,0.05168164,0.03509903
AL031432.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSRP1,-0.13794272,0.046977982,0.2045864,-0.090327404,-0.015788974,0.26662165,-0.6791938
AL031432.3,-0.012035454,0.029303387,0.041679423,-0.044738617,0.012550897,-0.044738527,-0.044738516
RHD,-0.017208472,-0.01737835,0.066397935,0.066193715,-0.066806555,0.001404595,-0.16393954
TMEM50A,-0.16041756,0.018566648,0.20121565,-0.09779502,0.000843016,0.25441775,-0.2923357
RHCE,-0.027360491,0.021234797,-0.01686587,-0.05170707,-0.024266504,0.2110609,-0.10178048
MACO1,-0.07285069,0.11812937,-0.023910953,-0.12960699,-0.017774347,0.33116537,-0.344297
LDLRAP1,-0.13861856,-0.057097465,-0.045316294,-0.096949615,-0.06756106,0.9261282,-0.26062763
AL606491.1,-0.035609838,-0.07533999,-0.028014762,-0.042176053,0.032470334,0.3615654,-0.075339675
MAN1C1,-0.09197418,-0.028038353,0.021402853,-0.0924859,-0.0774525,0.5884392,-0.18604364
AL031280.1,-0.004331652,-0.033894125,-0.034411848,-0.019194223,-0.027989877,0.27105173,-0.14238143
SELENON,-0.112605736,0.045333482,0.13095106,-0.10221658,0.06784961,0.03555898,-0.05843454
AL020996.1,0.0052245366,-0.020040369,-0.01420661,-0.051656555,0.047622986,0.08837207,-0.051656295
MTFR1L,-0.08382937,0.03445523,0.034962736,-0.028922731,0.03838348,0.1011706,-0.07924145
AL020996.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUNIP,-0.04248091,-0.039907265,0.040741295,0.052100673,0.015930997,0.0401421,-0.06565761
AL033528.2,-0.052925695,0.05544108,-0.09437972,0.07621354,0.089970045,-0.052451894,0.025950676
PAQR7,-0.04304814,-0.043677274,0.15935773,-0.058373936,0.0025296889,-0.032752883,0.07139165
STMN1,-0.10998094,-0.053510424,-0.012196861,-0.057206072,-0.033178348,0.6216716,-0.1337118
PAFAH2,-0.057615485,0.009748551,0.0023184307,-0.03318669,-0.03911937,0.27020526,-0.094032966
EXTL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC30A2,-0.025824215,-0.025824312,0.03180745,-0.02582422,0.052572615,-0.025824104,-0.02582417
